,keywords
1673,"{'wilson': 0.49, 'factory': 0.453, 'raw': 0.326, 'label': 0.183, 'records': 0.157}"
1674,"{'google': 0.537, 'shares': 0.509, 'search': 0.209, 'selling': 0.187, 'stock': 0.187}"
1675,"{'canadian': 0.375, 'cash': 0.244, 'johnny': 0.234, 'manager': 0.23, 'concert': 0.223}"
1676,"{'indonesia': 0.436, 'relief': 0.371, 'tsunami': 0.28, 'offer': 0.215, 'effort': 0.192}"
1677,"{'barclays': 0.729, 'south': 0.221, 'stake': 0.22, 'earnings': 0.213, 'africa': 0.19}"
1678,"{'coach': 0.343, 'williams': 0.319, 'quit': 0.265, 'murrayfield': 0.222, 'scotland': 0.215}"
1679,"{'fbi': 0.684, 'mails': 0.334, 'attachment': 0.311, 'virus': 0.305, 'computer': 0.139}"
1680,"{'dollar': 0.41, 'euro': 0.363, 'currency': 0.308, 'asia': 0.275, 'ease': 0.215}"
1681,"{'robinson': 0.325, 'cueto': 0.324, 'referee': 0.272, 'josh': 0.248, 'lewsey': 0.24}"
1682,"{'goldsmith': 0.451, 'advice': 0.343, 'lord': 0.288, 'blair': 0.209, 'military': 0.185}"
1683,"{'jobless': 0.371, 'unemployment': 0.279, 'figures': 0.194, 'reforms': 0.191, 'effect': 0.169}"
1684,"{'tautou': 0.523, 'actress': 0.27, 'vinci': 0.205, 'film': 0.199, 'hanks': 0.198}"
1685,"{'fockers': 0.332, 'meet': 0.261, 'comedy': 0.223, 'box': 0.211, 'niro': 0.209}"
1686,"{'police': 0.321, 'osbourne': 0.297, 'sharon': 0.288, 'injured': 0.225, 'wedding': 0.203}"
1687,"{'issue': 0.363, 'parties': 0.323, 'asylum': 0.277, 'seekers': 0.239, 'immigration': 0.237}"
1688,"{'festival': 0.531, 'singer': 0.257, 'features': 0.218, 'michael': 0.204, 'life': 0.2}"
1689,"{'brown': 0.429, 'borrowing': 0.265, 'bn': 0.235, 'chancellor': 0.201, 'maternity': 0.201}"
1690,"{'cent': 0.551, 'charts': 0.324, 'chart': 0.297, 'singles': 0.239, 'album': 0.217}"
1691,"{'moya': 0.552, 'davis': 0.427, 'cup': 0.332, 'spain': 0.171, 'events': 0.158}"
1692,"{'children': 0.371, 'award': 0.309, 'winners': 0.288, 'book': 0.271, 'voted': 0.225}"
1693,"{'robben': 0.583, 'barcelona': 0.489, 'chelsea': 0.304, 'soon': 0.179, 'chance': 0.157}"
1694,"{'budget': 0.513, 'election': 0.338, 'contain': 0.259, 'chancellor': 0.232, 'brown': 0.225}"
1695,"{'behaviour': 0.428, 'csos': 0.318, 'social': 0.257, 'anti': 0.21, 'police': 0.175}"
1696,"{'airways': 0.411, 'staff': 0.277, 'carrier': 0.246, 'representing': 0.235, 'bankruptcy': 0.204}"
1697,"{'regiments': 0.723, 'army': 0.329, 'super': 0.191, 'scottish': 0.181, 'scotland': 0.151}"
1698,"{'voip': 0.497, 'broadband': 0.348, 'calls': 0.329, 'service': 0.253, 'phone': 0.201}"
1699,"{'kelly': 0.283, 'shape': 0.25, 'runners': 0.198, 'record': 0.186, 'false': 0.185}"
1700,"{'spyware': 0.633, 'california': 0.245, 'programs': 0.237, 'software': 0.234, 'computer': 0.226}"
1701,"{'morientes': 0.434, 'liverpool': 0.31, 'keen': 0.271, 'benitez': 0.254, 'bid': 0.249}"
1702,"{'pension': 0.48, 'pensions': 0.446, 'retirement': 0.362, 'tank': 0.217, 'report': 0.182}"
1703,"{'betting': 0.749, 'exchanges': 0.24, 'sports': 0.189, 'corruption': 0.182, 'sport': 0.118}"
1704,"{'brain': 0.551, 'cap': 0.317, 'researchers': 0.263, 'control': 0.258, 'computer': 0.222}"
1705,"{'single': 0.419, 'presley': 0.325, 'chart': 0.251, 'brothers': 0.217, 'elvis': 0.205}"
1706,"{'band': 0.571, 'concerts': 0.205, 'dates': 0.196, 'date': 0.195, 'monday': 0.178}"
1707,"{'ukip': 0.512, 'kilroy': 0.469, 'silk': 0.45, 'party': 0.347, 'confirm': 0.12}"
1708,"{'oscar': 0.309, 'starring': 0.245, 'deadline': 0.209, 'films': 0.196, 'nominees': 0.192}"
1709,"{'ballot': 0.607, 'papers': 0.434, 'royal': 0.232, 'mail': 0.197, 'assembly': 0.194}"
1710,"{'leicester': 0.417, 'bath': 0.406, 'sharks': 0.329, 'stevens': 0.317, 'robinson': 0.204}"
1711,"{'souness': 0.374, 'smith': 0.366, 'walter': 0.316, 'assistant': 0.264, 'football': 0.238}"
1712,"{'budget': 0.371, 'resigned': 0.303, 'commons': 0.239, 'speaker': 0.232, 'breach': 0.216}"
1713,"{'bmw': 0.733, 'sales': 0.337, 'asia': 0.302, 'carmaker': 0.199, 'models': 0.16}"
1714,"{'uwb': 0.717, 'intel': 0.282, 'technology': 0.249, 'wi': 0.208, 'fi': 0.19}"
1715,"{'saulnier': 0.513, 'roddick': 0.423, 'seed': 0.285, 'final': 0.244, 'lot': 0.183}"
1716,"{'regiments': 0.655, 'scottish': 0.246, 'labour': 0.243, 'campaigners': 0.177, 'scotland': 0.165}"
1717,"{'borders': 0.661, 'rail': 0.383, 'line': 0.262, 'scottish': 0.228, 'edinburgh': 0.203}"
1718,"{'viotti': 0.619, 'la': 0.554, 'opera': 0.328, 'conducted': 0.157, 'theatre': 0.148}"
1719,"{'km': 0.495, 'carroll': 0.392, 'dublin': 0.325, 'race': 0.262, 'sullivan': 0.227}"
1720,"{'campbell': 0.461, 'mandelson': 0.309, 'labour': 0.263, 'campaigning': 0.235, 'dirty': 0.224}"
1721,"{'mcletchie': 0.717, 'murray': 0.282, 'section': 0.189, 'partner': 0.161, 'parliamentary': 0.122}"
1722,"{'shell': 0.599, 'reserves': 0.513, 'van': 0.225, 'investigation': 0.136, 'ms': 0.119}"
1723,"{'prints': 0.324, 'snaps': 0.307, 'street': 0.304, 'printer': 0.281, 'photo': 0.274}"
1724,"{'kings': 0.542, 'players': 0.295, 'tour': 0.252, 'gamers': 0.235, 'tournament': 0.22}"
1725,"{'wembley': 0.702, 'gaming': 0.354, 'tracks': 0.247, 'sale': 0.165, 'subject': 0.154}"
1726,"{'grid': 0.513, 'projects': 0.221, 'computer': 0.218, 'help': 0.177, 'health': 0.176}"
1727,"{'mirza': 0.704, 'round': 0.295, 'williams': 0.266, 'indian': 0.24, 'tennis': 0.206}"
1728,"{'neath': 0.436, 'swansea': 0.392, 'cardiff': 0.372, 'thomas': 0.213, 'jones': 0.199}"
1729,"{'hybrid': 0.726, 'car': 0.194, 'nissan': 0.15, 'toyota': 0.145, 'petrol': 0.138}"
1730,"{'guantanamo': 0.481, 'bay': 0.335, 'evidence': 0.24, 'detention': 0.217, 'letter': 0.192}"
1731,"{'link': 0.35, 'bn': 0.309, 'treasury': 0.261, 'sunday': 0.24, 'heathrow': 0.239}"
1732,"{'tv': 0.381, 'services': 0.324, 'mobiles': 0.293, 'mobile': 0.292, 'broadcasting': 0.247}"
1733,"{'borders': 0.514, 'ulster': 0.335, 'cunningham': 0.276, 'substitute': 0.161, 'moore': 0.155}"
1734,"{'dvd': 0.408, 'blu': 0.338, 'format': 0.293, 'sony': 0.248, 'hd': 0.237}"
1735,"{'hiv': 0.591, 'aids': 0.433, 'brown': 0.311, 'aid': 0.155, 'finance': 0.154}"
1736,"{'nbc': 0.38, 'eating': 0.354, 'viewer': 0.254, 'sued': 0.219, 'lawsuit': 0.216}"
1737,"{'tour': 0.414, 'media': 0.387, 'lions': 0.371, 'campbell': 0.277, 'woodward': 0.229}"
1738,"{'slowdown': 0.382, 'economy': 0.341, 'economic': 0.295, 'growth': 0.278, 'housing': 0.214}"
1739,"{'collins': 0.339, 'olympic': 0.336, 'francis': 0.278, 'indoor': 0.235, 'birmingham': 0.224}"
1740,"{'elvis': 0.521, 'charts': 0.278, 'singles': 0.274, 'chart': 0.255, 'song': 0.249}"
1741,"{'texas': 0.393, 'spammers': 0.357, 'messages': 0.275, 'lawsuit': 0.266, 'spam': 0.266}"
1742,"{'creative': 0.492, 'art': 0.28, 'technology': 0.251, 'graphics': 0.204, 'bt': 0.202}"
1743,"{'chepkemei': 0.529, 'kenya': 0.324, 'marathon': 0.303, 'cross': 0.28, 'radcliffe': 0.155}"
1744,"{'aid': 0.396, 'brown': 0.31, 'countries': 0.243, 'debt': 0.197, 'development': 0.173}"
1745,"{'federer': 0.496, 'ferrero': 0.303, 'dubai': 0.257, 'match': 0.231, 'seed': 0.22}"
1746,"{'consumer': 0.403, 'january': 0.332, 'spending': 0.32, 'french': 0.27, 'basis': 0.234}"
1747,"{'marathon': 0.433, 'running': 0.31, 'london': 0.262, 'olympic': 0.213, 'managed': 0.173}"
1748,"{'complaints': 0.357, 'id': 0.357, 'fraud': 0.306, 'identity': 0.292, 'theft': 0.292}"
1749,"{'clijsters': 0.515, 'season': 0.276, 'kim': 0.213, 'wild': 0.209, 'entry': 0.195}"
1750,"{'connors': 0.721, 'tennis': 0.39, 'britain': 0.124, 'henman': 0.118, 'attitude': 0.115}"
1751,"{'swank': 0.499, 'foxx': 0.331, 'actors': 0.242, 'oscars': 0.234, 'ray': 0.171}"
1752,"{'musical': 0.5, 'premiere': 0.323, 'band': 0.296, 'bjorn': 0.246, 'original': 0.215}"
1753,"{'wembley': 0.658, 'profit': 0.298, 'profits': 0.231, 'project': 0.164, 'steel': 0.158}"
1754,"{'mobile': 0.496, 'fixed': 0.442, 'phone': 0.324, 'questioned': 0.251, 'mobiles': 0.207}"
1755,"{'metal': 0.477, 'offer': 0.217, 'fresh': 0.196, 'levels': 0.171, 'toughest': 0.129}"
1756,"{'ashley': 0.596, 'clothing': 0.25, 'ms': 0.225, 'executive': 0.182, 'malaysia': 0.172}"
1757,"{'nuclear': 0.526, 'plant': 0.217, 'system': 0.21, 'agency': 0.158, 'laptop': 0.154}"
1758,"{'air': 0.329, 'india': 0.326, 'airlines': 0.292, 'cheaper': 0.187, 'indian': 0.17}"
1759,"{'stake': 0.412, 'lines': 0.345, 'spain': 0.206, 'shares': 0.162, 'agreed': 0.16}"
1760,"{'mcclaren': 0.588, 'boro': 0.382, 'goals': 0.197, 'uefa': 0.159, 'middlesbrough': 0.159}"
1761,"{'england': 0.519, 'robinson': 0.3, 'coach': 0.183, 'tournament': 0.173, 'cueto': 0.15}"
1762,"{'prince': 0.512, 'income': 0.417, 'generating': 0.196, 'private': 0.19, 'charles': 0.184}"
1763,"{'mourinho': 0.6, 'referee': 0.297, 'comments': 0.248, 'barry': 0.202, 'ferguson': 0.185}"
1764,"{'nintendo': 0.496, 'ds': 0.38, 'device': 0.205, 'gaming': 0.203, 'handheld': 0.193}"
1765,"{'operation': 0.346, 'vickery': 0.333, 'arm': 0.276, 'phil': 0.271, 'gloucester': 0.213}"
1766,"{'net': 0.583, 'china': 0.417, 'chinese': 0.34, 'rare': 0.174, 'western': 0.156}"
1767,"{'mcclaren': 0.514, 'boro': 0.25, 'uefa': 0.209, 'stewart': 0.203, 'hamstring': 0.202}"
1768,"{'charlton': 0.404, 'johansson': 0.382, 'norwich': 0.359, 'talk': 0.272, 'faith': 0.175}"
1769,"{'jet': 0.442, 'fuel': 0.423, 'tax': 0.325, 'airlines': 0.304, 'eu': 0.255}"
1770,"{'drug': 0.613, 'patients': 0.32, 'cancer': 0.225, 'failure': 0.169, 'proved': 0.158}"
1771,"{'gadget': 0.419, 'gadgets': 0.307, 'mobile': 0.28, 'apple': 0.252, 'laptop': 0.218}"
1772,"{'paula': 0.407, 'athens': 0.329, 'kelly': 0.222, 'race': 0.196, 'marathon': 0.167}"
1773,"{'india': 0.418, 'plant': 0.36, 'car': 0.275, 'cars': 0.241, 'growing': 0.176}"
1774,"{'site': 0.485, 'dec': 0.345, 'mail': 0.273, 'tsunami': 0.256, 'fake': 0.175}"
1775,"{'google': 0.584, 'china': 0.385, 'site': 0.248, 'chinese': 0.224, 'critical': 0.16}"
1776,"{'eu': 0.442, 'constitution': 0.336, 'straw': 0.316, 'referendum': 0.242, 'ancram': 0.184}"
1777,"{'brazil': 0.568, 'argentina': 0.208, 'city': 0.196, 'championship': 0.177, 'argentine': 0.15}"
1778,"{'water': 0.557, 'argentine': 0.346, 'argentina': 0.32, 'contribution': 0.199, 'de': 0.175}"
1779,"{'cd': 0.44, 'presenter': 0.431, 'morning': 0.27, 'host': 0.251, 'children': 0.227}"
1780,"{'jackson': 0.369, 'film': 0.345, 'remake': 0.223, 'kong': 0.194, 'rings': 0.188}"
1781,"{'hundreds': 0.282, 'chosen': 0.274, 'model': 0.265, 'games': 0.251, 'perry': 0.244}"
1782,"{'asylum': 0.292, 'clarke': 0.276, 'immigration': 0.251, 'system': 0.228, 'policing': 0.173}"
1783,"{'radcliffe': 0.487, 'marathon': 0.477, 'race': 0.337, 'london': 0.248, 'chicago': 0.152}"
1784,"{'rankings': 0.414, 'safin': 0.289, 'serena': 0.282, 'davenport': 0.279, 'hewitt': 0.252}"
1785,"{'doom': 0.557, 'games': 0.287, 'awards': 0.227, 'released': 0.215, 'shooter': 0.181}"
1786,"{'gas': 0.419, 'fuel': 0.301, 'el': 0.245, 'regions': 0.226, 'region': 0.204}"
1787,"{'lifts': 0.747, 'speed': 0.302, 'records': 0.189, 'passengers': 0.177, 'record': 0.156}"
1788,"{'muslim': 0.458, 'sky': 0.419, 'series': 0.284, 'muslims': 0.259, 'episodes': 0.252}"
1789,"{'aid': 0.317, 'relief': 0.265, 'nbc': 0.231, 'killed': 0.18, 'victims': 0.177}"
1790,"{'budget': 0.495, 'election': 0.359, 'brown': 0.279, 'chancellor': 0.215, 'taxes': 0.158}"
1791,"{'politics': 0.439, 'fear': 0.359, 'liberal': 0.269, 'hope': 0.209, 'kennedy': 0.195}"
1792,"{'directors': 0.587, 'worldcom': 0.309, 'pay': 0.18, 'governance': 0.16, 'bosses': 0.143}"
1793,"{'niro': 0.366, 'film': 0.287, 'de': 0.268, 'oscar': 0.261, 'hopefuls': 0.185}"
1794,"{'tait': 0.396, 'robinson': 0.315, 'noon': 0.233, 'england': 0.209, 'henson': 0.155}"
1795,"{'dirty': 0.467, 'tv': 0.247, 'war': 0.209, 'screened': 0.205, 'stations': 0.192}"
1796,"{'parker': 0.331, 'film': 0.301, 'de': 0.254, 'alan': 0.233, 'sir': 0.225}"
1797,"{'deutsche': 0.565, 'tci': 0.357, 'bid': 0.237, 'boerse': 0.231, 'exchange': 0.202}"
1798,"{'chepkemei': 0.527, 'ban': 0.284, 'marathon': 0.272, 'cross': 0.201, 'kenya': 0.194}"
1799,"{'police': 0.52, 'coaches': 0.384, 'appealed': 0.241, 'court': 0.182, 'justice': 0.181}"
1800,"{'windows': 0.393, 'security': 0.344, 'software': 0.284, 'microsoft': 0.283, 'pcs': 0.256}"
1801,"{'continental': 0.502, 'costs': 0.3, 'wage': 0.285, 'filing': 0.184, 'airlines': 0.172}"
1802,"{'souness': 0.531, 'milburn': 0.224, 'summer': 0.219, 'owen': 0.216, 'newcastle': 0.199}"
1803,"{'mcdonald': 0.497, 'award': 0.309, 'documentary': 0.25, 'film': 0.208, 'films': 0.18}"
1804,"{'labs': 0.657, 'ideas': 0.206, 'technology': 0.163, 'hi': 0.162, 'tech': 0.15}"
1805,"{'kelly': 0.392, 'teachers': 0.369, 'pupils': 0.3, 'ms': 0.212, 'classroom': 0.203}"
1806,"{'asylum': 0.515, 'seekers': 0.296, 'clarke': 0.243, 'immigration': 0.221, 'system': 0.201}"
1807,"{'munich': 0.365, 'milan': 0.33, 'barcelona': 0.327, 'madrid': 0.282, 'ac': 0.246}"
1808,"{'bergamasco': 0.622, 'team': 0.225, 'scotland': 0.18, 'saturday': 0.172, 'kirwan': 0.159}"
1809,"{'balls': 0.497, 'brown': 0.29, 'election': 0.249, 'rate': 0.225, 'rise': 0.153}"
1810,"{'yukos': 0.507, 'baikal': 0.391, 'gazprom': 0.377, 'auction': 0.305, 'russian': 0.185}"
1811,"{'ups': 0.271, 'shares': 0.268, 'deutsche': 0.247, 'takeover': 0.232, 'post': 0.201}"
1812,"{'fannie': 0.607, 'mae': 0.52, 'mac': 0.203, 'mortgage': 0.19, 'books': 0.174}"
1813,"{'rosneft': 0.475, 'yugansk': 0.429, 'yukos': 0.38, 'menatep': 0.234, 'loan': 0.184}"
1814,"{'box': 0.383, 'band': 0.297, 'legal': 0.25, 'dvd': 0.22, 'track': 0.194}"
1815,"{'sales': 0.502, 'christmas': 0.278, 'store': 0.236, 'trading': 0.216, 'clearance': 0.198}"
1816,"{'blunkett': 0.458, 'quinn': 0.355, 'secretary': 0.296, 'blair': 0.188, 'tickets': 0.178}"
1817,"{'kinnock': 0.558, 'lords': 0.29, 'labour': 0.229, 'house': 0.212, 'lord': 0.2}"
1818,"{'wi': 0.504, 'fi': 0.459, 'security': 0.25, 'found': 0.214, 'networks': 0.214}"
1819,"{'halo': 0.725, 'sequel': 0.214, 'video': 0.175, 'fiction': 0.144, 'gaming': 0.144}"
1820,"{'passport': 0.451, 'strictly': 0.312, 'johnny': 0.278, 'spokeswoman': 0.226, 'night': 0.199}"
1821,"{'arts': 0.453, 'assembly': 0.394, 'welsh': 0.355, 'wales': 0.301, 'james': 0.226}"
1822,"{'tv': 0.295, 'programmes': 0.25, 'victoria': 0.217, 'wood': 0.209, 'comedian': 0.205}"
1823,"{'qantas': 0.805, 'overseas': 0.164, 'staff': 0.144, 'australian': 0.142, 'profitable': 0.139}"
1824,"{'labour': 0.283, 'howard': 0.275, 'tax': 0.275, 'taxes': 0.256, 'election': 0.242}"
1825,"{'robertson': 0.524, 'club': 0.248, 'players': 0.212, 'hearts': 0.21, 'murrayfield': 0.203}"
1826,"{'yelling': 0.308, 'cross': 0.305, 'metres': 0.27, 'trick': 0.268, 'representing': 0.256}"
1827,"{'plastic': 0.626, 'cards': 0.384, 'carroll': 0.257, 'cash': 0.218, 'spending': 0.157}"
1828,"{'domain': 0.628, 'names': 0.414, 'icann': 0.214, 'jobs': 0.175, 'mobile': 0.171}"
1829,"{'rupees': 0.447, 'bn': 0.286, 'india': 0.217, 'profit': 0.216, 'quarter': 0.175}"
1830,"{'flynn': 0.399, 'rules': 0.35, 'mobile': 0.268, 'firms': 0.23, 'content': 0.202}"
1831,"{'agassi': 0.514, 'hip': 0.34, 'australian': 0.264, 'feeling': 0.215, 'll': 0.17}"
1832,"{'worldcom': 0.544, 'accounting': 0.386, 'ebbers': 0.38, 'cooper': 0.237, 'fraud': 0.188}"
1833,"{'sec': 0.476, 'firms': 0.266, 'rules': 0.262, 'cbi': 0.247, 'foreign': 0.236}"
1834,"{'sport': 0.52, 'school': 0.337, 'hours': 0.219, 'initiative': 0.2, 'sports': 0.188}"
1835,"{'rusedski': 0.596, 'henman': 0.589, 'match': 0.207, 'serve': 0.138, 'volley': 0.122}"
1836,"{'rugby': 0.346, 'england': 0.254, 'andre': 0.229, 'players': 0.205, 'club': 0.192}"
1837,"{'information': 0.384, 'mails': 0.382, 'freedom': 0.309, 'thomas': 0.223, 'mail': 0.205}"
1838,"{'foster': 0.71, 'minimum': 0.265, 'payment': 0.199, 'children': 0.188, 'costs': 0.136}"
1839,"{'gay': 0.384, 'lyrics': 0.364, 'cancelled': 0.324, 'tour': 0.24, 'jailed': 0.227}"
1840,"{'school': 0.389, 'johnny': 0.258, 'presenter': 0.25, 'tribute': 0.246, 'lived': 0.246}"
1841,"{'security': 0.363, 'services': 0.32, 'welsh': 0.276, 'roberts': 0.243, 'involved': 0.21}"
1842,"{'mitsubishi': 0.793, 'shareholder': 0.177, 'japanese': 0.155, 'talks': 0.137, 'sales': 0.113}"
1843,"{'care': 0.494, 'policy': 0.265, 'sums': 0.251, 'research': 0.247, 'personal': 0.2}"
1844,"{'milburn': 0.417, 'labour': 0.404, 'reforms': 0.225, 'hospitals': 0.182, 'reform': 0.157}"
1845,"{'creditors': 0.508, 'club': 0.462, 'rescue': 0.251, 'friday': 0.205, 'slipped': 0.159}"
1846,"{'wong': 0.516, 'blind': 0.311, 'colour': 0.293, 'software': 0.289, 'student': 0.247}"
1847,"{'kelly': 0.395, 'research': 0.362, 'views': 0.333, 'education': 0.316, 'ms': 0.228}"
1848,"{'murder': 0.551, 'guilty': 0.301, 'sentences': 0.296, 'sentence': 0.213, 'committee': 0.193}"
1849,"{'howard': 0.437, 'tory': 0.307, 'leader': 0.2, 'impression': 0.194, 'asylum': 0.186}"
1850,"{'kennedy': 0.435, 'ethnic': 0.28, 'terrorism': 0.229, 'address': 0.212, 'lib': 0.204}"
1851,"{'registration': 0.409, 'electoral': 0.327, 'election': 0.239, 'observers': 0.233, 'fraud': 0.19}"
1852,"{'moore': 0.37, 'film': 0.327, 'awards': 0.245, 'gibson': 0.238, 'bush': 0.236}"
1853,"{'ocean': 0.469, 'sequel': 0.408, 'twelve': 0.285, 'starring': 0.212, 'box': 0.19}"
1854,"{'robots': 0.643, 'robot': 0.444, 'sony': 0.218, 'engineering': 0.11, 'researchers': 0.109}"
1855,"{'nuclear': 0.703, 'failing': 0.238, 'terrorists': 0.187, 'material': 0.145, 'prof': 0.137}"
1856,"{'connor': 0.753, 'denis': 0.171, 'wasps': 0.164, 'impression': 0.156, 'cap': 0.146}"
1857,"{'parliament': 0.405, 'records': 0.2, 'pages': 0.18, 'prior': 0.176, 'blow': 0.167}"
1858,"{'johnson': 0.373, 'subs': 0.304, 'phillips': 0.296, 'murray': 0.289, 'hill': 0.273}"
1859,"{'camera': 0.505, 'phones': 0.447, 'cameras': 0.273, 'mobiles': 0.23, 'images': 0.216}"
1860,"{'saracens': 0.456, 'russell': 0.274, 'replacements': 0.274, 'leeds': 0.26, 'friday': 0.254}"
1861,"{'australian': 0.369, 'champion': 0.362, 'injury': 0.223, 'clijsters': 0.194, 'justin': 0.18}"
1862,"{'johnson': 0.621, 'am': 0.301, 'jump': 0.218, 'european': 0.198, 'aaas': 0.143}"
1863,"{'elvis': 0.557, 'charts': 0.283, 'chart': 0.26, 'th': 0.206, 'scissor': 0.176}"
1864,"{'opera': 0.5, 'browser': 0.419, 'voice': 0.374, 'pages': 0.193, 'available': 0.168}"
1865,"{'fockers': 0.472, 'christmas': 0.367, 'meet': 0.279, 'box': 0.24, 'day': 0.21}"
1866,"{'broadband': 0.428, 'tv': 0.328, 'nielsen': 0.223, 'viewing': 0.215, 'jupiter': 0.209}"
1867,"{'federer': 0.447, 'seed': 0.396, 'qatar': 0.249, 'lopez': 0.234, 'spaniard': 0.23}"
1868,"{'bittorrent': 0.466, 'movies': 0.322, 'industry': 0.229, 'trackers': 0.203, 'mpaa': 0.203}"
1869,"{'ferrero': 0.713, 'difficult': 0.235, 'zero': 0.151, 'carlos': 0.141, 'insists': 0.136}"
1870,"{'conte': 0.455, 'jones': 0.296, 'doping': 0.277, 'olympic': 0.221, 'medals': 0.216}"
1871,"{'favourite': 0.355, 'reeves': 0.253, 'singer': 0.252, 'remains': 0.242, 'odds': 0.237}"
1872,"{'nominations': 0.347, 'awards': 0.343, 'starring': 0.275, 'sideways': 0.248, 'directed': 0.217}"
1873,"{'rates': 0.462, 'minutes': 0.33, 'bank': 0.319, 'mpc': 0.279, 'inflation': 0.205}"
1874,"{'vera': 0.347, 'bafta': 0.307, 'drake': 0.3, 'film': 0.232, 'foxx': 0.206}"
1875,"{'oscars': 0.327, 'rain': 0.307, 'winners': 0.289, 'ceremony': 0.214, 'oscar': 0.213}"
1876,"{'teachers': 0.328, 'blair': 0.317, 'education': 0.282, 'children': 0.216, 'parents': 0.208}"
1877,"{'budget': 0.333, 'manuel': 0.333, 'african': 0.273, 'tax': 0.266, 'spending': 0.265}"
1878,"{'henson': 0.591, 'kick': 0.233, 'wales': 0.226, 'tait': 0.181, 'england': 0.128}"
1879,"{'exeem': 0.469, 'bittorrent': 0.361, 'file': 0.302, 'suprnova': 0.262, 'files': 0.233}"
1880,"{'technologies': 0.401, 'cea': 0.295, 'watch': 0.196, 'video': 0.195, 'devices': 0.191}"
1881,"{'sentences': 0.421, 'woolf': 0.405, 'guilty': 0.374, 'guidelines': 0.271, 'lord': 0.241}"
1882,"{'oil': 0.471, 'ongc': 0.417, 'yukos': 0.355, 'india': 0.227, 'yugansk': 0.223}"
1883,"{'forest': 0.431, 'reid': 0.42, 'spurs': 0.42, 'offer': 0.239, 'southampton': 0.203}"
1884,"{'simpson': 0.338, 'saudi': 0.338, 'river': 0.338, 'investor': 0.303, 'prince': 0.299}"
1885,"{'mcfadden': 0.622, 'school': 0.405, 'video': 0.218, 'song': 0.214, 'label': 0.193}"
1886,"{'gerrard': 0.463, 'liverpool': 0.449, 'thompson': 0.354, 'chelsea': 0.296, 'hope': 0.198}"
1887,"{'registered': 0.323, 'registration': 0.264, 'voters': 0.25, 'register': 0.242, 'vote': 0.24}"
1888,"{'list': 0.444, 'music': 0.278, 'fortune': 0.248, 'wealth': 0.241, 'rich': 0.219}"
1889,"{'moya': 0.437, 'champion': 0.292, 'garcia': 0.278, 'agassi': 0.262, 'lopez': 0.253}"
1890,"{'collins': 0.398, 'balco': 0.348, 'drugs': 0.334, 'ban': 0.334, 'doping': 0.296}"
1891,"{'economy': 0.306, 'domestic': 0.285, 'exports': 0.205, 'euro': 0.201, 'german': 0.186}"
1892,"{'campbell': 0.571, 'mail': 0.368, 'labour': 0.186, 'pigs': 0.185, 'posters': 0.173}"
1893,"{'visual': 0.54, 'radio': 0.525, 'station': 0.22, 'listeners': 0.178, 'handset': 0.159}"
1894,"{'bill': 0.488, 'software': 0.277, 'european': 0.267, 'law': 0.26, 'eu': 0.194}"
1895,"{'parmalat': 0.641, 'creditors': 0.417, 'italian': 0.283, 'debts': 0.182, 'bn': 0.135}"
1896,"{'turkey': 0.706, 'eu': 0.25, 'bn': 0.219, 'economic': 0.151, 'imf': 0.146}"
1897,"{'fifa': 0.514, 'henry': 0.441, 'award': 0.236, 'named': 0.173, 'women': 0.166}"
1898,"{'blair': 0.394, 'brown': 0.355, 'prime': 0.218, 'minister': 0.213, 'peston': 0.188}"
1899,"{'warner': 0.439, 'potter': 0.4, 'harry': 0.282, 'mexican': 0.192, 'brothers': 0.172}"
1900,"{'mcilroy': 0.735, 'madrid': 0.19, 'race': 0.168, 'career': 0.155, 'championships': 0.144}"
1901,"{'rangers': 0.586, 'permission': 0.239, 'injury': 0.227, 'midfielder': 0.216, 'loan': 0.208}"
1902,"{'postal': 0.299, 'birmingham': 0.23, 'court': 0.212, 'factory': 0.206, 'trio': 0.206}"
1903,"{'boys': 0.536, 'copyright': 0.303, 'fee': 0.269, 'licence': 0.202, 'adam': 0.201}"
1904,"{'life': 0.287, 'half': 0.271, 'valve': 0.159, 'impressive': 0.158, 'marvel': 0.151}"
1905,"{'ball': 0.253, 'bit': 0.23, 'scores': 0.228, 'territory': 0.225, 'referee': 0.195}"
1906,"{'album': 0.517, 'brits': 0.462, 'chart': 0.265, 'elvis': 0.243, 'moved': 0.18}"
1907,"{'bankruptcy': 0.556, 'stores': 0.308, 'chapter': 0.22, 'protection': 0.17, 'customers': 0.159}"
1908,"{'jowell': 0.498, 'gambling': 0.294, 'bill': 0.289, 'culture': 0.214, 'ms': 0.187}"
1909,"{'rugby': 0.4, 'farrell': 0.299, 'st': 0.282, 'team': 0.196, 'players': 0.19}"
1910,"{'patients': 0.627, 'hospital': 0.414, 'welsh': 0.262, 'health': 0.241, 'board': 0.172}"
1911,"{'games': 0.376, 'honour': 0.324, 'industry': 0.265, 'studios': 0.247, 'computer': 0.243}"
1912,"{'elvis': 0.742, 'birthday': 0.352, 'single': 0.168, 'fans': 0.165, 'th': 0.16}"
1913,"{'tomlinson': 0.363, 'birmingham': 0.355, 'indoor': 0.28, 'madrid': 0.258, 'training': 0.238}"
1914,"{'maternity': 0.604, 'pay': 0.385, 'hewitt': 0.219, 'women': 0.163, 'plans': 0.153}"
